0,202,116,80
0,242,163,136
0,246,175,142
0,254,174,143
0,214,127,95
0,255,173,141
0,212,107,58
0,202,100,47
0,202,100,47
0,199,108,69
0,221,119,76
0,221,119,76
0,240,166,140
0,238,178,156
0,236,199,177
0,236,199,177
0,230,189,164
0,230,173,152
0,198,96,48
0,191,94,50
0,200,102,60
0,210,110,68
0,214,114,72
0,216,116,74
0,214,118,78
0,227,137,96
0,237,162,124
0,178,89,39
0,152,82,45
0,170,89,52
0,177,96,59
0,181,102,63
0,199,106,57
0,207,113,67
0,250,182,159
0,226,139,99
0,212,113,63
0,210,113,63
0,202,109,60
0,253,176,143
0,228,147,110
0,222,123,79
0,219,116,77
0,212,107,56
0,200,98,49
0,208,106,53
0,228,140,103
0,224,152,122
0,230,160,131
0,230,160,131
1,76,71,73
1,49,45,50
1,37,31,32
1,45,31,35
1,43,31,31
1,40,28,28
1,78,70,70
1,71,67,66
1,54,53,57
1,135,132,134
1,136,132,131
1,136,132,131
1,136,132,131
1,172,168,167
1,71,67,66
1,63,57,58
1,187,181,182
1,53,49,54
1,61,56,58
1,168,166,166
1,169,161,161
1,100,95,92
1,42,35,32
1,41,29,29
1,40,28,28
1,41,29,29
1,39,29,29
1,50,41,38
1,174,166,167
1,165,160,159
1,85,79,74
1,142,136,131
1,95,91,86
1,95,91,86
1,55,50,51
1,58,53,55
1,69,66,68
1,189,185,184
1,188,184,183
1,188,189,187
1,40,28,28
1,48,34,35
1,42,29,31
1,42,29,31
1,46,32,33
1,45,31,32
1,59,47,47
1,59,47,47
1,57,45,45
1,57,45,45
2,102,234,244
2,116,243,251
2,53,222,236
2,51,219,237
2,54,217,239
2,47,209,233
2,70,227,243
2,38,177,226
2,54,224,242
2,43,221,240
2,37,200,232
2,48,212,235
2,181,255,255
2,58,221,243
2,62,223,243
2,51,214,239
2,152,238,244
2,50,197,229
2,247,253,252
2,47,218,242
2,28,208,237
2,111,247,253
2,52,215,237
2,38,207,235
2,26,203,230
2,15,207,230
2,33,218,238
2,28,198,232
2,24,193,231
2,24,193,231
2,53,218,243
2,154,248,254
2,140,247,251
2,151,246,255
2,160,247,251
2,177,246,249
2,161,247,253
2,167,247,254
2,60,224,243
2,50,223,239
2,50,222,240
2,40,211,235
2,43,207,236
2,43,207,236
2,40,204,233
2,40,204,233
2,41,205,234
2,47,214,235
2,54,217,239
2,58,220,238
3,40,44,246
3,38,44,251
3,22,34,254
3,14,29,229
3,25,33,234
3,39,39,253
3,67,67,251
3,77,72,163
3,20,31,242
3,135,137,255
3,134,137,252
3,144,144,252
3,147,151,253
3,56,57,255
3,91,95,244
3,155,149,250
3,48,51,233
3,41,50,231
3,23,25,239
3,16,24,245
3,12,30,245
3,16,31,254
3,15,29,249
3,23,36,252
3,67,70,228
3,77,83,250
3,35,42,246
3,45,42,212
3,18,32,252
3,15,29,249
3,17,25,248
3,46,48,250
3,69,73,245
3,114,109,224
3,110,116,255
3,33,40,251
3,39,45,252
3,24,29,244
3,26,39,249
3,53,54,236
3,143,145,253
3,87,87,231
3,126,127,255
3,102,103,243
3,33,39,234
3,54,55,253
3,56,57,255
3,43,53,244
3,43,53,244
3,94,92,252
4,215,217,218
4,155,154,158
4,146,145,149
4,142,139,141
4,169,164,165
4,198,200,201
4,139,141,135
4,211,210,212
4,238,232,233
4,251,246,247
4,251,246,247
4,199,196,198
4,106,99,120
4,106,99,120
4,144,141,143
4,235,228,231
4,251,250,254
4,251,250,254
4,244,238,239
4,198,200,201
4,188,188,188
4,248,246,252
4,228,226,225
4,223,225,219
4,176,179,177
4,222,223,221
4,167,163,162
4,126,135,139
4,106,109,113
4,125,128,126
4,177,174,170
4,246,247,245
4,254,252,252
4,246,248,248
4,234,232,232
4,179,182,180
4,167,169,169
4,223,224,228
4,233,235,243
4,237,235,241
4,239,240,244
4,196,194,193
4,158,157,161
4,187,185,185
4,192,192,192
4,254,251,253
4,227,223,222
4,215,210,209
4,210,205,206
4,210,205,206
5,145,221,66
5,128,204,42
5,121,197,31
5,89,155,20
5,90,152,22
5,107,183,21
5,141,221,68
5,144,217,71
5,155,221,90
5,154,222,83
5,155,219,93
5,177,231,124
5,177,231,124
5,177,231,124
5,144,198,79
5,164,221,99
5,134,211,60
5,152,229,72
5,179,240,112
5,126,212,40
5,157,220,80
5,177,233,114
5,125,192,47
5,122,191,47
5,132,209,64
5,138,206,67
5,183,229,133
5,183,229,133
5,195,236,151
5,189,228,142
5,173,235,115
5,163,230,103
5,110,195,33
5,95,178,16
5,95,173,12
5,104,176,26
5,100,179,28
5,101,167,36
5,108,186,25
5,132,198,57
5,177,238,118
5,142,212,75
5,151,221,77
5,181,247,114
5,194,238,145
5,178,230,112
5,163,213,105
5,185,244,122
5,185,244,122
5,185,244,122
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,251,254,252
6,254,255,253
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,252
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,254,253,255
6,255,255,255
6,255,255,254
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
6,255,255,255
